Name,Gender,Salary,Departments,Position
형지연,female,26965,finance,manager
가도연,male,27619,advertising,intern
송별,female,17895,IT,assistant
한지안,male,22523,marketing,header
변태환,female,11939,marketing,assistant
제지민,male,17188,advertising,header
권지효,male,16095,advertising,manager
경세영,female,20770,advertising,intern
팽주영,male,21629,marketing,intern
한현진,male,10904,IT,manager
배정연,female,21147,design,intern
용예진,male,18341,advertising,assistant
변현석,male,28917,design,header
형도진,male,21237,marketing,assistant
용이현,female,26786,IT,assistant
채승주,female,7731,IT,header
호승우,male,18611,marketing,assistant
옥하온,female,4070,marketing,assistant
육윤찬,male,13557,marketing,manager
홍유은,female,9386,marketing,header
류시환,male,18913,marketing,manager
형아준,female,14917,advertising,assistant
김정현,female,11762,design,assistant
위재희,female,17830,marketing,assistant
박태민,male,9837,marketing,assistant
윤소담,male,29144,design,manager
이시윤,male,16815,marketing,assistant
정로아,male,6284,marketing,intern
옥채율,female,16160,advertising,assistant
갈태이,male,5588,marketing,manager
한현서,female,18753,design,manager
모하랑,female,5975,advertising,manager
송정민,male,9136,marketing,manager
추태인,male,25379,IT,manager
가수인,female,19613,IT,assistant
상태건,female,3083,design,manager
진승민,male,8671,marketing,assistant
한은솔,male,10804,design,intern
단윤서,male,10561,marketing,assistant
명수민,female,20431,marketing,assistant
육연주,female,13802,advertising,assistant
복우영,male,14005,marketing,intern
성서린,male,12381,IT,assistant
형채빈,male,19932,IT,assistant
박아린,female,22222,marketing,assistant
류재영,male,19405,marketing,manager
신연수,female,19914,marketing,assistant
염나윤,male,15645,marketing,assistant
사우주,male,18293,marketing,intern
반주완,female,11954,design,manager
금재우,male,12987,marketing,intern
팽준현,male,8007,design,manager
공우주,male,5041,finance,intern
상서우,male,9478,marketing,header
옥은혜,male,3162,marketing,assistant
함연지,male,7764,marketing,assistant
성아름,female,29609,marketing,header
단현승,female,16757,advertising,header
팽단비,female,4254,advertising,assistant
표하윤,male,13010,marketing,assistant
문하진,male,14403,design,assistant
온가은,female,20101,advertising,manager
성하리,male,18934,advertising,assistant
백다희,male,11194,advertising,intern
성주원,male,19066,marketing,assistant
소유건,female,27969,marketing,assistant
문형준,female,5393,marketing,assistant
연라희,male,21044,finance,assistant
이세은,male,25727,marketing,assistant
길준형,female,22270,marketing,assistant
호소현,female,17312,advertising,assistant
왕은재,male,11737,marketing,header
두다온,male,16034,advertising,header
박주호,female,14110,marketing,assistant
김성원,female,25846,marketing,assistant
좌채윤,male,19635,marketing,header
동민성,female,9297,marketing,assistant
경율,male,6775,IT,manager
박우진,male,12263,marketing,assistant
견민규,male,5027,marketing,manager
육아현,female,9841,advertising,manager
빈하민,female,16466,marketing,assistant
서아윤,male,7681,marketing,assistant
반규빈,male,24296,advertising,assistant
최규빈,female,18094,marketing,header
임서하,male,29013,IT,manager
경정훈,male,20517,marketing,header
탁해인,female,11441,design,assistant
감다원,male,6025,design,intern
라민아,female,4809,marketing,assistant
경민재,male,16615,marketing,assistant
견건희,male,21037,IT,assistant
음예담,male,14759,marketing,header
형재현,female,16978,advertising,assistant
임시안,male,4751,marketing,assistant
성예림,male,3417,marketing,assistant
배은수,male,14308,marketing,header
도수민,female,21470,design,intern
감은준,male,15590,marketing,assistant
송수지,male,13428,marketing,assistant
홍예빈,male,18384,finance,header
문하린,male,14726,design,assistant
금리아,male,16503,marketing,intern
강세현,female,7820,marketing,manager
제채영,male,26929,marketing,assistant
위가은,male,26843,marketing,header
함태현,female,4970,finance,assistant
좌민재,male,4918,design,manager
김연호,male,6817,advertising,assistant
온로이,female,22286,design,intern
양지민,male,20483,marketing,header
현지아,female,6917,design,header
류나연,male,13448,marketing,manager
육라희,female,28903,design,assistant
선형준,male,29470,marketing,assistant
맹수민,male,9718,marketing,assistant
편도윤,male,14751,marketing,assistant
봉다윤,female,3014,marketing,assistant
공라윤,male,28264,marketing,assistant
천지웅,female,27876,marketing,header
견소이,male,22012,advertising,manager
금찬영,female,22166,advertising,assistant
상한별,female,5966,design,assistant
봉수현,male,26037,advertising,header
성효준,male,12844,advertising,header
마유진,male,27134,marketing,assistant
시혜정,male,9701,marketing,assistant
육지우,female,9454,marketing,assistant
곽은성,female,4994,marketing,assistant
갈지운,female,24461,advertising,manager
방준혁,female,4006,marketing,manager
위채민,male,13406,marketing,manager
나소영,male,26412,marketing,assistant
용설아,female,14134,marketing,manager
홍은우,female,28219,marketing,assistant
빈선우,female,5560,marketing,manager
편건우,male,24584,marketing,assistant
빈유은,male,24809,IT,intern
탁승준,male,24729,IT,intern
태시안,male,13904,marketing,manager
성준원,male,16766,marketing,assistant
권범준,female,8705,advertising,header
양이나,female,21208,marketing,manager
마루아,female,13773,advertising,manager
방하람,male,18961,marketing,intern
제설,male,22498,advertising,manager
감혜인,female,10413,design,assistant
곽진호,male,6409,marketing,assistant
류별,female,5577,marketing,assistant
두재원,female,6453,finance,assistant
팽민찬,male,8360,advertising,assistant
권정원,male,12604,finance,intern
견재인,female,3248,design,manager
서상우,male,14768,advertising,manager
승리원,male,8244,IT,header
허해준,female,26792,advertising,manager
추해준,female,26795,finance,manager
표나영,male,27561,marketing,manager
길다영,male,25390,marketing,manager
기윤주,male,15889,marketing,assistant
시민혁,male,13557,finance,assistant
천세인,male,5965,marketing,assistant
편가인,female,4772,design,assistant
허유빈,male,19006,marketing,header
서지인,male,3381,finance,intern
오정원,female,26230,advertising,manager
복수현,female,20388,marketing,manager
태제인,female,18172,marketing,manager
전혜인,male,16576,advertising,intern
하리나,female,3297,finance,manager
원수빈,female,4067,finance,assistant
도재희,male,10445,marketing,manager
위이한,male,9670,design,assistant
시재이,male,14982,finance,assistant
문리안,female,10456,marketing,assistant
김찬우,male,20829,marketing,manager
좌지민,female,15458,design,manager
노아영,female,27183,marketing,manager
고수진,male,22261,advertising,assistant
사하온,male,17837,marketing,assistant
고세영,male,3586,marketing,assistant
박성진,male,13227,marketing,assistant
류수빈,male,24963,marketing,assistant
김예찬,male,18495,finance,manager
석하리,female,22428,marketing,assistant
채서율,male,10365,design,assistant
시가현,female,4386,IT,assistant
곽서현,male,11651,finance,manager
심도원,male,10307,advertising,assistant
배서영,female,27389,advertising,manager
백연우,male,27649,IT,header
좌예원,male,23567,marketing,manager
손슬아,female,12486,design,manager
간소윤,male,27758,IT,manager
서민하,female,5684,IT,manager
이은채,male,23427,marketing,assistant
한재영,male,27759,design,assistant
팽현진,male,10355,IT,assistant
마라윤,male,13317,marketing,assistant
이영우,female,13993,design,manager
유지아,female,27468,marketing,manager
편태민,female,22758,advertising,assistant
김이안,male,5963,IT,manager
염건후,female,13267,marketing,manager
팽다은,female,3600,finance,assistant
목인우,female,9915,marketing,assistant
선주은,male,4471,marketing,assistant
태다율,female,23130,advertising,header
안수연,male,18426,design,header
기연수,female,21887,marketing,manager
반하민,male,18228,marketing,assistant
문준,male,6472,finance,assistant
위찬우,male,24181,finance,intern
기윤찬,female,12327,design,assistant
유유안,male,4359,finance,assistant
갈동하,female,26634,marketing,manager
태도연,female,18547,advertising,assistant
노민하,female,9282,marketing,assistant
시이현,male,13710,advertising,intern
지서우,male,13932,marketing,header
천성빈,male,25171,advertising,manager
진이안,male,22505,design,manager
이예린,female,22608,marketing,manager
마서희,male,28984,marketing,manager
표민경,male,13075,marketing,assistant
우채빈,male,11347,marketing,manager
황채원,female,28230,marketing,assistant
채다현,female,20955,marketing,assistant
차다연,male,17656,design,assistant
장건후,male,14833,advertising,assistant
용정민,male,8138,marketing,assistant
형은지,male,24862,advertising,assistant
제연재,male,25534,marketing,manager
강온유,male,4992,marketing,assistant
문지우,female,24452,marketing,assistant
길건우,female,24579,advertising,assistant
손시헌,male,15104,marketing,assistant
위하준,female,3088,advertising,assistant
주성준,male,21927,marketing,manager
호하율,male,20607,marketing,assistant
곽도훈,female,25347,marketing,manager
구라윤,female,21521,marketing,intern
강지영,male,26720,marketing,assistant
사온유,female,5830,design,intern
모다원,male,6553,marketing,manager
용범준,male,27288,marketing,assistant
홍혜성,male,24227,marketing,header
신수빈,male,21904,finance,assistant
반주환,male,18881,marketing,intern
복예림,male,25208,marketing,manager
소도율,male,13652,finance,manager
육이안,male,16161,advertising,manager
간순기,male,7507,advertising,assistant
은도경,male,6856,IT,manager
범소원,male,11994,design,manager
허효원,female,17024,advertising,intern
차도원,male,9554,marketing,assistant
라진우,male,14583,advertising,assistant
표서희,male,10885,marketing,header
금하엘,female,25903,marketing,assistant
시가온,male,27830,marketing,assistant
민서진,male,19841,marketing,assistant
호지혜,male,11582,marketing,assistant
두윤주,female,27749,design,assistant
서재하,female,13620,design,assistant
차요한,male,24059,IT,header
양다연,female,13402,marketing,intern
라민하,female,25879,advertising,header
은지온,male,15152,marketing,manager
함규민,female,7867,advertising,manager
구이현,male,23463,finance,assistant
팽예슬,male,29501,marketing,header
고보민,male,17387,marketing,manager
황현지,male,12435,finance,intern
인강우,male,17890,design,assistant
인지안,male,3195,marketing,manager
석서호,female,4936,marketing,manager
최서우,male,28269,marketing,assistant
곽현우,female,29472,marketing,assistant
송준후,male,14276,marketing,manager
범소이,female,21232,design,manager
류규빈,female,21668,marketing,assistant
연다희,male,24162,marketing,manager
장하늘,female,17554,finance,manager
황준,female,6241,marketing,assistant
원지호,male,13754,marketing,assistant
부태양,male,8510,marketing,header
라소정,male,8925,marketing,assistant
장지오,female,4593,marketing,intern
허리나,female,9324,IT,assistant
가하성,male,23539,finance,manager
안다율,female,29617,finance,assistant
단예원,male,19824,advertising,assistant
표이솔,female,23705,marketing,assistant
도하리,male,4593,marketing,intern
고나은,male,22874,finance,assistant
구하민,male,22688,advertising,assistant
견승환,male,5128,marketing,intern
구주호,male,15138,IT,manager
추현수,male,12280,marketing,assistant
편윤후,female,4464,advertising,assistant
갈예준,male,13623,advertising,manager
여수인,male,14127,advertising,manager
민지인,female,18201,finance,manager
박도원,female,29520,marketing,header
마승아,female,19888,design,manager
도효준,male,23056,marketing,assistant
단주영,female,28130,marketing,assistant
탁지훈,male,9584,marketing,manager
나재희,male,11308,advertising,header
민서진,male,28344,IT,manager
복성원,male,15116,design,assistant
진나린,male,4454,marketing,manager
현시윤,male,11389,finance,header
갈효린,female,21606,marketing,assistant
맹은찬,male,16061,IT,assistant
맹나현,female,28161,marketing,assistant
석가현,female,29830,marketing,assistant
피은채,male,4644,marketing,assistant
도산,female,23477,marketing,assistant
류현,female,13332,advertising,assistant
공연서,male,9926,advertising,intern
호이안,female,6787,marketing,intern
전태영,male,17424,advertising,manager
감용준,male,26493,marketing,intern
손승현,female,13105,marketing,intern
함민성,male,4698,marketing,header
심가인,male,4497,marketing,assistant
전시후,male,15062,marketing,assistant
송아인,female,22376,marketing,manager
신이한,female,10803,finance,manager
도영우,male,27069,marketing,manager
빈하율,male,10031,marketing,manager
서로이,female,10955,advertising,assistant
용하늘,male,13054,finance,assistant
석태건,male,18032,IT,assistant
장승현,female,9180,marketing,assistant
맹주호,female,27696,marketing,intern
하다혜,female,7242,advertising,assistant
류민기,male,20048,marketing,manager
배인우,female,11905,marketing,manager
천하율,male,13027,marketing,assistant
우서영,male,10323,finance,assistant
채나영,male,3928,marketing,assistant
염윤성,male,14244,IT,intern
어우현,female,10990,marketing,assistant
민동규,male,4194,marketing,manager
빈민찬,female,15324,design,assistant
동가현,male,28982,IT,assistant
승하온,female,14621,finance,assistant
구가람,female,24255,finance,assistant
기상민,male,21527,marketing,assistant
안시온,male,12080,marketing,manager
감정후,female,7421,finance,manager
제동하,male,26308,marketing,manager
국시우,female,7028,finance,manager
염아현,male,4672,marketing,assistant
하도겸,female,27949,marketing,manager
현수연,male,20871,marketing,manager
마우찬,male,6243,marketing,manager
김은솔,female,27436,marketing,assistant
호하은,female,22573,marketing,manager
견은별,male,23239,design,assistant
문시윤,male,3285,marketing,assistant
호다원,female,4940,marketing,manager
도은성,female,15859,marketing,assistant
위다인,female,22309,advertising,assistant
임지율,female,10546,IT,assistant
목유리,female,29014,design,manager
기원준,male,7343,finance,manager
호서우,male,11485,advertising,assistant
현현성,male,23695,design,assistant
팽윤찬,female,11481,advertising,manager
허은찬,female,24290,advertising,assistant
노현우,male,24630,advertising,assistant
시태양,female,17139,design,header
모도현,male,19405,marketing,manager
위윤주,male,18445,IT,manager
온규민,male,17120,marketing,manager
민루아,male,6820,finance,assistant
현지연,male,13409,finance,assistant
양이준,male,5006,design,header
옥서아,male,10646,design,intern
권현진,male,11817,design,manager
채건희,female,11300,finance,assistant
석은혁,male,27476,marketing,assistant
소하린,female,29860,advertising,assistant
맹다희,male,14277,marketing,manager
예도겸,female,15506,marketing,assistant
민유현,female,18499,marketing,assistant
팽예지,male,20430,marketing,assistant
양현민,male,7258,marketing,manager
이진우,male,4387,advertising,assistant
엄지혜,male,27058,design,header
모수연,female,21952,IT,manager
승혜린,female,28645,finance,assistant
온하나,female,10632,marketing,manager
당승원,male,8033,marketing,manager
맹라엘,male,26171,marketing,assistant
현예나,male,4076,marketing,assistant
엄하진,male,27680,marketing,assistant
동주희,female,21924,design,intern
양은채,male,9077,finance,assistant
방승훈,male,20815,marketing,assistant
이선우,female,13570,marketing,assistant
홍현우,female,12861,design,assistant
시동혁,female,29875,advertising,manager
안이든,male,21559,design,intern
탁채희,female,27891,marketing,manager
갈이현,male,10174,advertising,manager
금수인,male,4363,finance,manager
라규현,male,14927,advertising,manager
빈은비,male,27596,IT,assistant
제다혜,male,12132,marketing,assistant
이승후,male,19036,marketing,assistant
박혜인,male,16800,finance,header
엄예은,female,11625,advertising,header
함도진,female,22732,design,manager
기채율,male,21752,design,manager
음승현,female,29752,design,assistant
하은성,male,16365,marketing,assistant
손다영,female,20982,advertising,assistant
범진우,male,11759,advertising,assistant
견유나,female,18821,marketing,header
추서인,female,7988,marketing,manager
태유림,male,26311,marketing,assistant
고재희,male,28434,marketing,manager
송혜윤,female,18880,finance,assistant
어이서,female,3086,advertising,header
윤시현,male,18565,marketing,assistant
국설아,male,28558,advertising,manager
유소담,male,5304,marketing,intern
류해나,female,11960,advertising,manager
단이안,male,9283,advertising,header
나이준,female,11002,finance,manager
용가인,male,10009,marketing,assistant
임태이,male,11677,marketing,manager
허은혜,female,21676,advertising,intern
갈라희,male,19998,advertising,manager
피준후,male,15705,marketing,assistant
구솔,female,11468,marketing,manager
여민서,male,8426,marketing,manager
진민우,female,21911,marketing,assistant
공도하,male,6900,design,manager
길정현,male,27512,advertising,assistant
모태호,male,24687,marketing,manager
조가인,male,27064,marketing,manager
사소희,female,6471,IT,intern
손현준,female,24191,marketing,manager
맹이안,male,10508,marketing,assistant
용민결,female,14253,advertising,header
차건희,male,3568,advertising,assistant
구원준,male,26123,design,assistant
표태호,female,10799,finance,assistant
심시온,male,16815,advertising,assistant
연로운,male,18620,marketing,assistant
좌도현,female,10218,advertising,intern
채건우,male,6612,marketing,intern
편지민,male,7124,marketing,manager
심보경,male,27096,marketing,manager
노서준,male,4863,marketing,assistant
왕윤성,male,29946,marketing,assistant
갈시후,female,16088,finance,assistant
팽시아,female,10873,advertising,assistant
배세현,male,13152,advertising,manager
추시은,male,19108,marketing,manager
맹유빈,female,13122,finance,intern
탁은수,male,6515,marketing,assistant
하태은,male,15908,advertising,assistant
간인우,female,21619,advertising,intern
복준,male,22070,marketing,manager
국시윤,male,3158,marketing,assistant
목준수,female,23378,marketing,manager
문단아,female,27873,IT,assistant
탁라희,female,13736,marketing,manager
복수아,male,19564,design,manager
안제이,female,19672,marketing,header
심혜원,male,18811,IT,assistant
염은성,male,11628,marketing,assistant
홍찬,male,9587,finance,assistant
부예성,male,27151,marketing,manager
남봄,male,24670,marketing,assistant
현민혁,male,19911,marketing,manager
단다영,female,21616,marketing,assistant
승주아,male,29253,advertising,assistant
차서영,male,14239,marketing,manager
변선호,male,15591,advertising,assistant
시이한,female,10917,advertising,intern
연하온,female,8830,marketing,header
전우진,male,17907,marketing,manager
현수민,male,7675,marketing,assistant
조라희,female,17749,advertising,assistant
배유민,male,13821,marketing,intern
현동혁,male,10823,finance,manager
배로이,female,6731,advertising,assistant
옥가람,male,10987,marketing,assistant
여유림,male,14898,marketing,assistant
옥율,male,6183,IT,manager
국이준,female,22868,marketing,assistant
인유나,male,11674,advertising,assistant
목다윤,male,13401,marketing,header
상소은,female,21202,marketing,assistant
문준혁,male,23597,marketing,assistant
호재준,female,9827,IT,manager
기소은,female,10393,marketing,manager
윤우찬,male,25685,marketing,assistant
남태린,male,17049,advertising,manager
여윤후,female,27902,advertising,manager
추정훈,male,8605,advertising,assistant
길새봄,female,18108,advertising,assistant
탁지후,female,23127,finance,assistant
맹세현,female,7592,marketing,header
권현빈,female,4745,marketing,header
어태린,male,27117,marketing,assistant
성시율,male,8555,marketing,assistant
견동규,male,12270,marketing,assistant
신찬희,male,18192,design,intern
마도겸,female,7848,design,assistant
용다인,female,21372,design,assistant
장영민,male,15617,marketing,assistant
강단비,female,6358,design,intern
소수인,male,17775,advertising,assistant
모현지,female,10851,design,assistant
추라온,male,20600,advertising,assistant
박시헌,female,12800,marketing,header
두주하,female,24745,marketing,assistant
장하윤,male,4173,advertising,assistant
두세현,male,15447,advertising,header
석온유,male,7744,marketing,manager
서세린,male,6510,advertising,assistant
문새봄,male,10702,advertising,manager
황정윤,female,19113,marketing,manager
한찬우,female,14470,marketing,header
노민규,male,4954,finance,assistant
제태희,female,22484,advertising,manager
심아준,female,20107,design,assistant
송하랑,male,8052,IT,assistant
주민채,female,24536,marketing,assistant
마태훈,female,16201,marketing,assistant
태은우,male,28233,design,assistant
배서빈,male,9596,advertising,assistant
기채이,male,16738,advertising,assistant
염소은,female,6436,marketing,assistant
한지후,female,11246,finance,manager
현주현,male,9679,design,assistant
봉율,female,21129,finance,manager
문한별,female,23694,marketing,header
단시호,male,12341,IT,assistant
나다경,female,9626,IT,assistant
김준,male,12212,marketing,assistant
시설아,female,5528,finance,assistant
용가영,male,28822,marketing,assistant
단태은,male,15387,marketing,manager
왕지민,male,22836,advertising,assistant
권승우,female,20969,marketing,assistant
남현승,male,22982,advertising,assistant
신연서,male,11254,marketing,assistant
방소이,male,16711,advertising,manager
목승준,female,25242,marketing,assistant
경성현,male,27229,advertising,assistant
구다율,male,12558,marketing,assistant
오도훈,male,4177,marketing,assistant
윤윤슬,male,10752,finance,assistant
길효은,female,3552,finance,manager
진주환,male,27401,advertising,intern
안혜인,male,6304,marketing,assistant
제연수,female,6007,marketing,assistant
좌라엘,female,24891,marketing,manager
송유건,male,17852,marketing,manager
주하늘,male,20638,IT,manager
마윤건,female,27738,marketing,intern
인주한,male,26816,marketing,header
육나윤,male,12871,marketing,assistant
위동하,male,15184,finance,manager
정여진,male,11784,advertising,intern
감승민,male,11315,marketing,intern
사지인,female,11741,marketing,header
석유빈,female,13019,marketing,header
심서원,male,28885,finance,assistant
임지환,male,4763,marketing,assistant
허시환,male,16053,finance,assistant
동준우,male,6356,design,header
선수민,female,4670,IT,assistant
채주하,male,15333,IT,assistant
탁재민,male,11348,design,assistant
소윤채,male,27528,marketing,intern
복태호,male,26619,finance,assistant
탁하랑,male,13225,marketing,assistant
명성빈,female,25867,marketing,manager
편강우,male,10513,marketing,intern
용가은,male,10965,marketing,assistant
구이현,male,5018,IT,assistant
고지율,female,17347,advertising,manager
설예빈,male,22364,marketing,intern
용상우,male,16379,finance,header
구진호,male,16000,IT,manager
주다원,male,22119,marketing,assistant
양지온,female,9667,IT,manager
염주영,female,5344,marketing,assistant
임현민,male,22267,advertising,header
좌소담,female,18619,design,assistant
박도영,female,25449,marketing,assistant
부채윤,male,24055,IT,manager
왕혜진,male,8448,marketing,assistant
추동준,male,25729,advertising,manager
서도아,male,5867,marketing,assistant
엄로아,male,8086,marketing,manager
호지유,male,10958,marketing,assistant
맹진혁,female,8639,advertising,manager
신은수,male,9054,IT,assistant
승하율,male,28645,marketing,assistant
장수호,male,12883,finance,intern
제현수,male,29300,marketing,assistant
국서진,male,12762,marketing,manager
육강민,male,24945,IT,header
변시아,male,7448,marketing,manager
추지영,male,22625,marketing,assistant
구하은,male,8786,design,assistant
빈민규,female,9949,advertising,assistant
원윤서,female,9604,marketing,assistant
정하랑,male,23327,design,assistant
표재이,male,13212,advertising,header
부유민,female,6793,IT,assistant
채하음,female,25859,design,assistant
목나경,female,27816,marketing,assistant
정동윤,male,18055,advertising,assistant
육민결,male,18298,marketing,manager
빈다원,female,10705,advertising,assistant
팽수현,female,25595,marketing,assistant
팽연주,male,16284,marketing,header
정연서,male,8415,marketing,manager
목지연,female,10897,marketing,assistant
주준성,female,16557,design,manager
엄규리,female,17690,finance,assistant
변지은,male,8512,advertising,assistant
형지성,male,11359,marketing,assistant
조은설,male,14434,marketing,intern
곽태현,male,23054,marketing,assistant
제시완,female,19939,marketing,manager
염연우,female,16992,marketing,intern
공태하,male,16065,marketing,assistant
윤가영,male,7960,marketing,assistant
방서율,female,10957,advertising,manager
목이든,male,23700,advertising,assistant
공혜성,male,17817,advertising,manager
방태민,female,3235,marketing,assistant
라승후,female,3339,marketing,assistant
예주원,male,25680,marketing,manager
도규민,female,28269,advertising,assistant
명유이,female,26626,finance,manager
두동규,female,5969,IT,assistant
성도영,female,9200,marketing,assistant
백주호,male,14563,advertising,assistant
편은우,male,23121,design,intern
기유준,male,15894,advertising,header
시도원,female,9104,marketing,assistant
목주원,male,10549,advertising,header
양영민,female,7712,marketing,assistant
천지영,female,24856,advertising,assistant
용율,female,23551,marketing,assistant
양세현,female,7787,marketing,assistant
사아준,male,25696,advertising,header
견리나,female,23788,design,manager
배지혜,female,9693,IT,assistant
노혜원,female,20837,marketing,header
지서원,female,26431,marketing,manager
단정민,male,29801,finance,assistant
어준호,male,25547,advertising,manager
피서율,female,24500,marketing,assistant
신세빈,male,27495,advertising,manager
양주혁,female,11201,advertising,assistant
맹하율,female,17630,marketing,manager
금나은,male,14857,marketing,assistant
도서진,female,20883,design,assistant
구지온,male,25083,marketing,assistant
음유진,male,23362,marketing,assistant
한찬영,female,9116,marketing,assistant
반우영,male,28191,finance,manager
부시은,female,6404,IT,manager
석우영,male,17637,advertising,manager
설원우,male,17897,IT,assistant
길진혁,female,20514,design,header
견하율,male,6442,marketing,manager
양다희,male,27637,finance,manager
진유빈,female,18852,marketing,assistant
부리안,male,11702,IT,manager
채민영,male,16688,marketing,intern
전주완,female,11642,design,manager
위유찬,male,14024,marketing,manager
윤유준,male,27104,advertising,manager
용서준,male,21689,advertising,assistant
목지성,male,21607,marketing,header
탁은율,male,18294,marketing,assistant
오용준,female,16188,marketing,intern
이승현,male,17934,finance,header
금도율,male,6038,marketing,assistant
상용준,male,12469,finance,manager
인주하,male,11751,marketing,assistant
허다희,female,23321,IT,assistant
왕현준,female,9319,marketing,intern
간정후,male,5819,IT,intern
최민채,female,24313,marketing,header
배건호,female,24045,finance,manager
상우영,male,11355,finance,intern
두승후,female,21908,design,header
형지수,male,28865,IT,assistant
윤민성,female,15657,advertising,intern
양시우,male,22488,IT,assistant
설선우,male,19211,marketing,assistant
장지은,male,21858,advertising,manager
빈재우,male,17971,design,assistant
장정현,female,29599,IT,assistant
인하온,female,3800,advertising,manager
송하람,female,27474,design,assistant
지주희,female,28148,marketing,assistant
가종현,female,18244,marketing,assistant
송주원,male,8713,finance,assistant
민단아,female,5607,marketing,assistant
지주연,male,5971,advertising,assistant
허지혁,male,24160,IT,assistant
고채아,male,24500,design,manager
노예솔,male,16645,marketing,assistant
탁유민,male,17518,design,intern
채주희,male,15652,finance,assistant
팽지율,female,5131,marketing,assistant
성혜윤,female,15934,marketing,header
태희원,male,7858,marketing,manager
이유정,female,27429,IT,intern
황지윤,female,4771,design,manager
곽영민,female,4921,finance,manager
석예은,male,14030,marketing,intern
태하영,male,22602,advertising,assistant
천유진,male,9290,IT,manager
공도연,female,8152,design,manager
추서원,male,17102,advertising,manager
채유성,male,27499,marketing,manager
국지율,female,23444,IT,intern
견서율,male,12794,marketing,manager
김용준,male,24316,marketing,manager
천이안,male,8942,marketing,header
주승현,male,5488,advertising,assistant
봉리원,female,14915,finance,manager
석아인,female,19164,IT,manager
방유주,female,29879,marketing,assistant
구은찬,male,25664,marketing,intern
편소원,male,24022,finance,assistant
당하진,male,8001,advertising,assistant
반준성,male,7418,marketing,assistant
석주혁,male,25373,marketing,assistant
동준석,male,28104,IT,manager
팽소담,male,16594,marketing,assistant
단수정,female,22124,marketing,assistant
범윤찬,female,5236,marketing,intern
성소연,male,16357,marketing,intern
견민수,female,3778,marketing,assistant
부성원,male,11457,advertising,assistant
시재윤,male,11606,advertising,header
팽서린,male,8099,marketing,intern
원태윤,male,19772,marketing,assistant
소지운,male,28567,advertising,manager
함민정,female,18187,IT,assistant
어현호,male,13797,marketing,assistant
봉준혁,female,22252,finance,header
형은성,female,13309,marketing,assistant
염하율,female,17630,marketing,manager
봉도진,male,10509,finance,assistant
맹규빈,male,9184,marketing,assistant
손시헌,male,19846,marketing,manager
소시안,female,5023,marketing,assistant
길아준,female,22766,design,assistant
김예솔,male,4899,marketing,assistant
진서은,male,29687,IT,intern
부재혁,female,5642,IT,manager
소시율,male,5770,marketing,manager
피종현,female,16245,advertising,assistant
위재호,female,18041,marketing,assistant
추이안,male,14593,advertising,manager
예원준,male,17306,marketing,assistant
염시아,male,12570,design,manager
위현승,female,7129,marketing,manager
제민경,female,21610,marketing,assistant
함진우,male,26616,marketing,header
지서영,female,23902,design,assistant
유민기,male,15642,finance,assistant
목효원,male,16332,finance,header
팽승윤,male,4954,IT,assistant
감유진,male,16144,IT,header
라현진,female,7848,design,manager
백은율,male,21337,advertising,header
배도영,female,4955,marketing,manager
백온유,female,21897,IT,assistant
강지율,male,5658,marketing,assistant
박슬아,male,15511,advertising,assistant
유현서,male,21243,advertising,assistant
금재희,male,8340,marketing,header
엄현서,female,29513,marketing,intern
형율,male,4691,advertising,manager
조유현,male,14605,marketing,assistant
표상민,male,10213,marketing,assistant
형준우,female,23983,marketing,intern
승유현,female,14390,design,header
염지윤,female,28589,marketing,assistant
최세아,male,18791,design,manager
빈건호,female,21691,marketing,assistant
방영준,female,24824,marketing,assistant
당지민,male,21404,IT,assistant
도민주,female,7357,IT,assistant
연현아,male,23281,design,assistant
국주안,male,20258,advertising,intern
팽아인,male,25906,IT,assistant
나은채,male,10550,marketing,assistant
홍예서,male,9331,marketing,assistant
팽서은,male,9339,marketing,manager
류연수,female,21618,design,manager
정예림,male,18924,marketing,assistant
허태성,male,11701,advertising,manager
염성현,male,21209,marketing,header
좌아윤,male,9608,IT,header
문서우,male,23488,design,intern
조아연,female,16271,advertising,assistant
장하랑,female,29306,design,assistant
백예린,female,13131,advertising,header
채여원,male,19748,design,assistant
편유라,female,4019,IT,manager
육성우,female,26279,marketing,assistant
봉유하,female,9682,marketing,manager
홍현수,male,29154,marketing,assistant
홍태율,female,11056,advertising,assistant
인동하,male,21781,marketing,assistant
방연아,female,19628,marketing,intern
갈요한,male,12192,design,assistant
곽우성,female,23054,advertising,manager
동예서,female,19509,finance,assistant
예세연,male,19432,advertising,manager
천동욱,female,21747,finance,header
류준서,male,16918,marketing,assistant
탁라희,male,20204,advertising,assistant
김승주,male,6330,advertising,intern
왕채영,female,3039,marketing,intern
좌승윤,female,12021,design,manager
표시완,female,29358,design,manager
기별,male,3236,marketing,assistant
엄시호,male,6551,design,assistant
좌세영,male,21152,advertising,assistant
온은비,female,5630,design,manager
추한율,male,17505,advertising,manager
복윤성,male,10615,marketing,assistant
곽예성,male,25550,marketing,manager
상이현,female,5893,finance,header
피규빈,female,3971,advertising,manager
우진호,male,15485,marketing,header
김시연,male,22564,IT,assistant
태예준,male,23694,advertising,manager
엄주희,male,12787,design,manager
변규현,male,15984,marketing,assistant
금다원,female,29675,IT,manager
도태연,female,20386,finance,manager
은혜원,female,20313,advertising,assistant
선현아,female,16112,advertising,assistant
